Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Sulfur,GCV
3.35,27.69,57.80,11.16,5.00,74.68,1.25,6.75,1.16,29.71153671
4.26,23.20,55.29,17.25,4.58,68.38,1.32,7.59,.88,27.24708480
2.16,31.08,54.94,11.82,4.90,72.84,1.30,5.76,3.38,29.95896844
5.44,26.45,47.43,20.68,4.61,63.17,1.13,8.84,1.57,24.48742431
1.65,30.82,56.33,11.20,4.98,73.47,1.28,5.52,3.55,30.27531920
1.92,29.15,61.99,6.94,5.03,80.11,1.31,5.76,.85,32.04264273
1.91,30.97,55.82,11.30,4.82,72.48,1.10,5.87,4.43,29.91929046
1.44,37.00,45.39,16.17,4.94,66.58,1.23,5.56,5.52,28.12062087
2.66,29.83,54.07,13.44,4.88,71.53,1.26,6.68,2.21,29.06654808
6.47,24.82,58.54,10.17,5.11,70.71,1.16,10.20,2.65,28.05925599
1.81,29.62,57.33,11.24,5.02,74.06,1.18,6.30,2.20,30.43121565
1.68,29.42,59.61,9.29,4.98,76.30,1.11,6.32,2.00,31.14787245
1.92,36.80,53.91,7.37,5.35,75.63,1.28,6.54,3.83,31.21762486
2.90,35.60,44.90,16.60,4.80,67.00,1.50,7.50,2.60,27.21212653
1.85,33.36,50.55,14.24,4.83,70.45,1.36,6.73,2.39,28.54404640
1.48,27.25,62.39,8.88,4.73,77.84,1.23,6.41,.91,31.58001054
3.29,28.81,56.25,11.65,4.95,72.41,1.14,8.38,1.47,29.00840560
1.81,37.97,49.62,10.60,5.36,71.92,1.53,7.10,3.49,29.94527000
4.15,31.14,45.11,19.60,4.83,63.01,1.15,9.46,1.95,25.37170012
1.70,37.00,50.90,10.40,5.00,74.10,1.50,7.80,1.20,30.44925534
3.32,34.20,58.00,4.48,5.34,78.18,1.65,9.41,.94,31.28206949
2.89,34.37,47.86,14.88,4.78,66.92,1.24,9.20,2.98,27.19907164
2.33,39.50,51.21,6.96,5.43,74.86,1.55,8.83,2.37,31.00329346
2.11,34.90,53.97,9.02,5.20,74.48,1.30,8.68,1.32,30.54317184
4.13,37.26,52.29,6.32,5.44,74.17,1.42,10.60,2.05,29.95946435
3.11,23.96,55.17,17.76,4.62,68.42,1.09,7.24,.87,27.28593120
3.11,31.33,46.90,18.66,4.79,64.57,1.10,7.89,2.99,26.29526448
3.86,29.91,50.96,15.27,4.86,67.40,1.02,9.38,2.07,27.03687940
4.22,24.37,58.11,13.30,4.73,71.37,1.01,6.26,3.33,28.27989419
11.08,25.11,52.45,11.36,5.39,67.71,1.11,13.19,1.24,24.82066010
1.89,33.04,49.25,15.82,4.83,68.58,1.23,8.03,1.51,27.96018789
1.43,24.89,54.95,18.73,4.33,66.87,1.07,3.25,5.75,27.76606492
2.07,20.54,59.06,18.33,4.32,68.14,.83,3.91,4.47,27.76783870
4.34,30.42,51.58,13.66,4.95,69.72,1.28,7.92,2.47,27.94446733
1.57,31.02,58.12,9.29,5.09,76.28,1.31,6.31,1.72,31.22393320
2.84,27.43,51.65,18.08,4.62,67.48,1.15,7.67,1.00,27.25619764
1.90,27.88,55.17,15.05,4.77,70.50,1.29,7.07,1.32,28.63219155
1.44,25.81,54.39,18.36,4.14,68.67,1.29,2.88,4.66,28.13217565
1.28,25.76,51.17,21.79,4.14,66.15,1.36,3.17,3.39,27.20980099
1.79,31.21,57.56,9.44,5.12,74.98,2.08,4.73,3.65,31.15208884
1.46,29.46,60.19,8.89,4.96,77.64,1.72,4.79,2.00,31.85212744
1.21,27.58,60.21,11.00,4.83,76.24,1.48,4.65,1.80,31.25333737
.83,21.49,60.81,16.87,4.11,72.11,1.16,4.35,1.40,29.34767293
2.62,30.00,47.15,20.23,4.64,64.58,1.32,6.01,3.22,26.41275329
.66,22.55,57.58,19.21,4.24,68.80,.98,4.43,2.34,27.97131907
2.79,29.25,58.38,9.58,5.00,75.29,1.35,6.50,2.28,30.55689662
1.20,19.98,48.61,30.21,3.65,59.25,1.15,5.09,.65,23.94395740
2.83,31.45,46.63,19.09,4.72,63.72,.60,6.61,5.26,26.31510910
1.31,31.86,60.81,6.02,5.08,79.96,1.31,5.40,2.23,32.67539171
2.47,37.40,52.93,7.20,5.51,76.53,1.42,6.60,2.74,31.64121980
2.63,33.79,49.87,13.71,5.24,70.94,1.38,6.79,1.94,28.87614681
2.95,22.30,60.10,14.65,4.37,72.25,.93,7.24,.56,28.53337479
2.34,38.62,44.56,14.48,4.86,66.36,1.24,6.73,6.33,28.24289015
2.21,35.26,52.10,10.43,5.18,72.81,1.19,6.64,3.75,30.00753195
1.64,29.72,54.63,14.01,4.70,69.79,1.18,6.22,4.10,28.84521757
1.50,40.23,49.76,8.51,5.32,74.78,1.54,6.32,3.53,31.20036001
2.57,37.19,50.07,10.17,5.35,72.10,1.46,7.47,3.45,29.72940038
1.86,38.19,53.30,6.65,5.58,77.52,1.45,6.87,1.93,32.05115004
1.50,33.66,47.51,17.33,4.79,65.06,1.38,6.84,4.60,27.36403383
2.40,39.68,47.85,10.07,5.38,72.47,1.14,7.84,3.10,29.91735435
1.40,37.69,52.26,8.65,5.09,74.66,1.55,7.09,2.96,31.10611986
1.90,37.60,55.20,5.30,5.50,77.40,1.40,8.00,2.40,31.86927053
1.50,36.40,46.60,15.50,4.90,68.40,1.60,7.90,1.70,28.17691266
2.70,36.80,49.90,10.60,5.20,70.10,1.50,9.40,3.20,28.59098812
3.13,31.10,59.59,6.18,5.32,76.62,1.42,9.87,.59,30.84385380
3.09,16.91,69.00,11.00,4.42,76.76,1.30,5.18,1.34,30.13595637
1.10,31.62,52.09,15.19,4.36,72.32,1.00,5.27,1.86,29.41270403
3.23,32.30,47.35,17.12,4.96,65.33,1.11,8.86,2.62,26.92191866
2.34,19.47,53.83,24.36,4.04,62.42,.91,4.63,3.64,25.30860638
2.00,27.83,57.94,12.23,4.83,74.31,1.25,6.75,.63,29.87583606
1.38,34.04,49.89,14.69,4.88,69.77,1.31,7.47,1.88,28.93054988
3.11,15.79,62.59,18.51,4.13,68.66,.96,4.64,3.10,27.24576904
1.74,24.18,56.39,17.69,4.43,69.10,.91,4.59,3.28,28.09673864
2.14,31.66,59.77,6.43,5.27,78.04,1.45,6.12,2.69,31.85030543
3.41,28.55,59.80,8.24,5.10,76.79,1.15,7.42,1.30,30.62002787
3.71,15.94,68.87,11.48,4.19,72.99,1.21,3.40,6.73,29.17109257
1.43,27.52,55.52,15.53,4.53,70.31,1.27,2.13,6.23,29.47469504
1.16,23.93,56.10,18.81,4.23,69.19,1.00,3.81,2.96,28.40494748
1.52,28.92,57.66,11.90,4.83,73.90,1.39,4.19,3.79,30.46872631
.97,25.53,52.90,20.60,4.29,66.14,1.13,4.37,3.47,27.28819620
1.50,29.09,52.60,16.81,4.62,69.50,1.01,4.93,3.13,28.45818276
1.90,26.22,57.42,14.46,4.81,72.40,1.16,5.66,1.51,29.53500840
1.30,37.90,44.80,16.00,5.10,67.00,1.20,5.40,5.30,28.42215655
1.54,34.97,57.83,5.66,5.41,79.00,1.62,5.62,2.69,32.65901728
3.23,23.15,55.84,17.78,4.38,68.20,.99,7.21,1.44,26.92191866
2.02,24.53,46.36,27.09,3.78,55.92,.78,6.28,6.15,23.10074166
1.38,32.19,49.41,17.02,4.74,67.51,1.02,5.89,3.82,28.11709366
1.56,36.26,48.42,13.76,4.95,70.40,1.37,6.24,3.28,28.99232898
3.68,34.30,53.20,8.82,5.46,74.21,1.23,8.16,2.12,30.10694573
1.43,31.84,46.55,20.18,4.59,62.67,1.31,6.20,5.05,26.14451715
2.09,26.46,54.80,16.65,4.63,69.42,1.22,6.88,1.20,28.01018699
1.99,39.96,49.66,8.39,5.31,73.24,1.27,7.08,4.71,30.52603475
2.17,34.00,52.93,10.90,5.24,72.88,1.34,7.38,2.26,30.23567291
2.91,38.19,51.57,7.33,5.37,74.11,1.69,8.13,3.37,30.22567151
3.25,37.52,53.16,6.07,5.47,75.09,1.56,8.53,3.28,30.38070347
2.10,37.30,48.90,11.70,5.30,73.20,1.40,7.60,.80,29.87035486
2.06,39.10,50.75,8.09,5.39,73.17,1.46,7.62,4.27,30.25367697
1.45,22.86,48.25,27.44,3.90,59.64,1.09,7.11,.82,24.40782174
1.37,34.94,51.45,12.24,5.05,71.18,1.41,7.13,2.99,30.08647838
2.27,39.69,48.65,9.39,5.33,72.93,1.62,7.96,2.77,30.04558952
2.12,29.96,46.18,21.74,4.43,63.06,1.19,7.88,1.70,25.60864479
2.17,38.51,46.20,13.12,5.12,69.18,1.39,7.96,3.23,28.54437584
3.10,30.30,58.90,7.70,5.00,74.90,1.30,9.10,2.00,29.90077467
5.18,34.58,50.01,10.23,5.34,70.25,1.30,10.97,1.91,27.84875746
4.75,34.47,53.61,7.17,5.33,73.70,1.43,10.63,1.74,29.19461535
4.40,31.00,60.40,4.20,5.00,77.60,1.30,10.80,1.10,29.93753234
2.75,37.86,50.99,8.40,5.26,73.35,1.54,9.46,1.99,29.77382923
.71,17.86,61.89,19.54,3.83,67.00,1.17,3.26,5.20,27.70821988
2.15,30.21,56.72,10.92,4.91,73.93,1.08,5.92,3.24,30.22136928
3.66,30.45,52.64,13.25,5.09,70.24,1.01,7.53,2.88,28.44967628
2.15,36.52,52.44,8.89,5.19,73.43,1.58,8.27,2.64,30.02594336
3.02,37.69,48.39,10.90,5.49,69.89,1.54,9.28,2.90,28.43604986
1.90,19.42,55.92,22.76,4.05,64.34,.98,4.43,3.44,26.04039249
.97,28.71,58.11,12.21,4.47,74.27,1.35,1.98,5.72,30.43157150
.80,17.20,57.40,24.60,3.70,65.20,1.00,3.60,1.90,26.05326919
1.28,32.63,57.65,8.44,5.13,77.21,1.67,4.23,3.32,31.96735176
1.36,35.33,53.08,10.23,5.02,74.04,1.40,5.28,4.03,30.71523242
1.11,23.95,56.93,18.01,4.32,70.33,1.25,5.13,.96,28.47894019
1.50,25.80,60.10,12.60,4.50,74.30,1.20,5.50,1.90,29.87071955
.95,26.65,58.55,13.85,4.50,73.89,1.13,5.08,1.55,30.14077623
2.21,39.27,49.98,8.54,5.51,73.62,1.49,7.12,3.72,30.58935575
4.11,30.53,55.68,9.68,5.02,73.56,1.41,9.18,1.15,28.72470436
2.65,32.89,48.33,16.13,4.95,67.45,1.31,7.94,2.22,27.67593455
1.42,34.90,55.30,8.38,5.04,76.51,1.15,6.85,2.07,31.37924507
1.52,37.76,54.91,5.81,5.01,78.38,1.69,6.97,2.14,32.05209563
2.25,36.44,46.25,15.06,4.90,65.83,1.30,8.09,4.82,27.44422011
3.47,34.39,48.84,13.30,5.08,68.24,1.32,10.58,1.48,27.61539526
2.44,36.43,54.31,6.82,5.25,75.11,1.55,9.98,1.29,30.40630267
2.60,33.10,48.86,15.44,4.86,66.14,1.48,10.34,1.74,27.02215020
1.63,32.54,53.73,12.10,5.05,73.29,1.56,6.80,1.20,30.10560514
2.74,36.40,51.75,9.11,5.37,74.02,1.15,7.13,3.22,30.48872468
3.52,32.44,44.69,19.35,4.85,64.68,1.15,7.78,2.19,26.18399336
2.09,37.66,49.65,10.60,5.10,70.91,1.41,8.07,3.91,29.27529013
1.40,23.70,50.90,24.00,4.10,61.20,1.00,4.10,5.60,25.52702442
1.56,30.24,51.42,16.78,4.79,69.74,1.36,4.51,2.82,28.90536148
1.10,16.60,72.20,10.10,4.30,78.90,1.40,4.50,.80,31.26287737
2.65,25.99,52.11,19.25,4.30,65.09,1.08,6.49,3.79,26.59007630
1.95,29.30,57.65,11.10,4.92,74.49,1.23,6.38,1.88,30.47691278
3.48,36.55,45.47,14.50,5.31,67.97,1.46,8.06,2.70,27.52281776
1.47,36.97,41.22,20.34,4.71,62.77,1.18,6.41,4.59,26.28737441
1.33,24.19,55.99,18.49,3.80,67.98,.99,6.52,2.22,27.49636614
2.92,33.23,46.11,17.74,4.90,65.79,1.34,8.76,1.47,26.74842541
3.38,39.87,49.17,7.58,5.62,73.84,1.37,9.37,2.22,29.89771096
2.45,38.28,54.44,4.83,5.45,77.60,1.39,8.76,1.97,31.81762012
2.40,39.70,49.90,8.00,5.60,72.80,1.50,8.90,3.20,29.74490355
2.81,35.93,49.99,11.27,5.05,70.77,1.37,9.29,2.25,28.80933699
5.01,36.25,53.05,5.69,5.32,74.17,1.45,11.59,1.78,29.33804668
2.86,39.67,50.49,6.98,5.59,73.99,1.45,8.49,3.50,30.46696978
3.61,17.63,55.62,23.14,4.07,62.66,.97,6.72,2.44,24.60738035
3.45,37.60,47.47,11.48,5.12,69.64,1.24,9.20,3.32,28.46034995
1.06,29.41,47.65,21.88,4.51,63.45,1.05,2.04,7.07,27.27499560
1.64,31.67,45.12,21.57,4.78,64.10,1.03,7.21,1.31,26.60278514
4.76,37.39,46.75,11.10,5.38,68.24,1.33,10.09,3.86,27.42579727
3.36,16.64,69.37,10.63,4.30,75.41,1.26,4.80,3.60,29.80516955
2.48,24.10,61.74,11.68,4.61,74.86,1.09,4.02,3.74,30.12843040
1.30,30.80,47.70,20.20,4.50,65.30,1.30,3.60,5.10,27.20180893
1.55,16.84,60.30,21.31,3.73,69.02,1.00,4.28,.66,27.35921208
1.70,40.20,44.40,13.70,5.10,69.00,1.00,4.60,6.60,27.89127259
2.94,18.77,68.37,9.92,4.52,76.41,1.33,6.15,1.67,30.23665154
2.04,25.40,43.90,28.66,4.12,56.53,.88,5.70,4.11,23.20553859
3.29,29.20,52.29,15.22,4.49,67.45,1.02,6.96,4.86,27.99285427
1.98,26.24,58.98,12.80,4.64,71.35,1.27,5.98,3.96,28.98477748
1.60,29.20,39.50,29.70,4.20,54.20,1.20,6.00,4.70,22.73585215
3.32,35.93,51.03,9.72,5.31,73.29,1.28,7.63,2.77,29.97254420
4.23,15.44,67.97,12.36,5.07,70.18,1.22,8.66,2.51,28.09008073
2.80,34.21,49.54,13.45,5.08,70.40,1.32,7.78,1.97,28.55265027
2.85,39.39,49.76,8.00,5.46,74.13,1.71,8.55,2.15,30.38224450
2.28,36.30,44.30,17.12,4.81,65.60,1.29,8.26,2.92,27.38137990
5.11,35.17,53.91,5.81,5.49,74.44,1.65,11.51,1.10,29.30040710
3.14,36.31,53.29,7.26,5.38,74.08,1.49,10.22,1.57,29.92695925
2.04,40.63,53.30,4.03,5.49,78.32,1.59,9.32,1.25,32.26553013
2.70,37.90,51.90,7.50,5.30,73.30,1.50,10.40,2.00,30.01768576
1.62,28.49,42.90,26.99,4.25,58.40,.84,5.73,3.79,24.17376458
2.21,35.19,51.03,11.57,5.24,72.00,1.43,7.47,2.29,29.63247874
4.14,30.20,49.89,15.77,4.99,67.92,1.08,9.20,1.04,27.03399481
3.53,36.16,45.89,14.42,4.86,65.22,.89,7.40,7.21,27.37849798
2.48,31.26,58.49,7.77,5.24,76.83,1.27,5.89,3.00,31.33173836
1.45,26.66,46.20,25.69,3.84,56.12,1.01,5.23,8.11,23.72285784
.70,19.60,56.50,23.20,4.10,65.60,1.00,4.60,1.50,26.83623233
1.60,33.54,39.30,25.56,4.26,59.10,1.00,5.45,4.63,24.62693582
1.80,30.50,40.20,27.50,4.40,57.30,1.20,5.90,3.70,23.93752198
5.81,21.72,60.28,12.19,4.75,70.89,1.02,10.58,.57,27.24805593
4.03,33.91,41.97,20.09,5.04,60.85,1.31,9.76,2.95,24.78585721
2.04,39.47,50.28,8.21,5.30,72.95,1.50,8.08,3.96,30.32137875
3.00,36.70,51.80,8.50,5.20,72.30,1.30,9.10,3.60,29.55107978
3.80,37.85,47.02,11.33,5.25,68.28,1.34,10.00,3.80,27.86980416
3.06,38.95,48.31,9.68,5.43,72.90,1.55,9.40,1.04,29.52346534
3.17,37.22,52.36,7.25,5.26,72.19,1.58,10.11,3.61,29.14818926
2.50,35.00,49.10,13.40,5.10,69.10,1.40,9.90,1.10,28.02189527
4.99,35.32,52.73,6.96,5.44,72.41,1.58,12.85,.76,28.74592223
6.11,29.71,53.82,10.36,5.25,70.25,1.03,11.46,1.65,27.28981887
2.60,31.04,51.44,14.92,4.66,67.74,1.28,9.78,1.62,27.21912427
1.74,33.65,46.25,18.36,4.88,65.88,1.09,6.17,3.62,27.44135515
2.82,28.18,48.55,20.45,4.42,65.10,.93,4.79,4.31,26.66082776
1.20,25.20,54.80,18.80,4.30,68.50,1.10,3.40,3.90,27.64263094
1.40,20.70,65.00,12.90,4.20,75.40,1.30,4.20,2.00,30.07485003
1.41,27.39,50.65,20.55,4.22,64.58,1.14,4.64,4.87,26.62412490
4.75,34.60,48.09,12.56,5.05,68.90,1.28,9.37,2.84,27.41950425
1.03,27.46,50.85,20.66,4.19,63.97,.77,6.66,3.75,26.85520358
4.07,29.03,41.80,25.10,4.55,57.15,1.18,9.68,2.34,23.03232688
3.10,36.35,54.49,6.06,5.28,73.84,1.48,11.52,1.82,29.93242085
1.97,30.10,44.86,23.07,4.29,61.05,.97,4.66,5.96,25.52967969
.82,23.45,52.74,22.99,4.11,65.78,.96,5.01,1.15,26.64267837
1.09,24.53,51.32,23.06,4.10,63.94,.94,3.79,4.17,26.25292009
1.72,30.31,46.34,21.63,4.59,64.53,1.02,6.32,1.91,26.71159304
1.17,16.50,65.35,16.98,3.85,71.84,1.06,3.47,2.80,28.67973426
1.60,17.27,67.31,13.82,4.02,75.95,.87,4.68,.66,29.91579009
2.72,17.15,70.48,9.65,4.46,77.73,1.56,5.82,.78,30.40497840
4.91,31.08,38.90,25.11,4.57,56.13,1.22,10.16,2.81,22.31346072
4.52,33.64,50.05,11.79,5.06,69.14,1.52,11.44,1.05,27.33260034
.82,31.00,43.84,24.34,4.32,61.44,.80,4.41,4.69,25.93963192
1.49,29.71,47.38,21.42,4.44,64.10,.92,6.53,2.59,26.23831759
2.74,39.55,48.79,8.92,5.42,72.06,1.35,9.74,2.51,29.58956610
2.37,17.12,65.14,15.37,4.02,70.82,1.30,5.02,3.47,28.12057431
3.16,39.70,49.39,7.75,5.50,72.26,1.53,9.57,3.39,29.64384444
2.35,32.87,40.05,24.73,4.26,56.61,.91,5.64,7.85,23.95105102
7.43,31.33,57.10,4.14,5.59,73.66,1.37,14.54,.70,28.10031778
4.41,17.77,59.97,17.85,4.24,67.15,1.23,7.80,1.73,25.96486680
4.03,19.89,61.73,14.35,4.45,70.83,.91,8.80,.66,27.66253234
2.06,25.59,56.16,16.19,4.45,69.23,1.16,8.13,.84,27.55005394
7.21,30.92,53.44,8.43,5.24,70.32,1.38,13.17,1.46,26.70085716
2.78,18.32,47.90,31.00,3.81,57.89,1.29,4.77,1.24,22.95574954
.92,16.14,70.21,12.73,4.02,75.00,1.25,3.15,3.85,30.32040770
4.59,27.69,45.57,22.15,4.46,60.01,1.31,9.19,2.88,23.55024341
6.32,21.57,57.43,14.68,4.51,68.19,.91,11.20,.51,25.64845328
7.40,34.20,49.30,9.10,5.80,69.20,1.40,13.80,.70,26.72799168
2.18,34.42,49.98,13.42,4.65,69.31,1.22,10.04,1.36,28.32766132
1.17,18.32,49.31,31.20,3.80,59.04,1.31,3.58,1.07,24.10971370
.68,15.77,63.04,20.51,3.46,70.85,.75,3.76,.67,27.66128336
5.48,15.66,66.89,11.97,4.37,73.04,.91,8.04,1.67,27.73215269
8.16,19.55,65.37,6.92,4.85,73.16,1.36,12.25,1.46,27.20847790
2.81,19.11,61.96,16.12,4.23,69.96,1.23,7.83,.63,27.41110994
5.49,20.09,66.61,7.81,4.77,75.52,1.03,10.23,.64,28.90884025
5.78,21.31,66.32,6.59,4.71,75.36,1.67,10.88,.79,28.48520490
6.28,33.36,53.85,6.51,5.70,72.81,1.32,13.04,.62,28.06602859
5.76,32.32,48.82,13.10,5.29,66.46,1.38,12.92,.85,25.70549630
6.13,30.10,57.18,6.59,5.21,72.01,1.47,13.74,.98,27.69000953
2.81,17.79,62.00,17.40,4.04,70.23,.95,6.83,.55,27.24630146
5.91,16.11,65.00,12.98,4.42,70.77,1.25,7.38,3.20,26.96345043
1.80,15.40,67.30,15.50,4.10,72.50,1.10,4.00,2.80,28.64082012
2.00,13.90,63.80,20.30,4.40,69.00,1.10,4.70,.50,26.96785570
4.29,22.85,64.35,8.51,4.54,76.72,1.31,7.33,1.59,29.54719726
26.47,15.18,45.33,13.02,5.71,52.68,.99,27.20,.40,15.51665354
1.00,16.10,67.00,15.90,3.90,73.40,1.00,4.90,.90,29.20326988
5.31,26.28,57.89,10.52,4.93,71.41,1.34,11.03,.77,27.52234476
1.07,12.15,71.77,15.01,3.82,75.23,1.37,3.82,.75,29.41002783
2.72,14.82,66.15,16.31,3.91,72.40,.96,5.99,.43,28.12607134
10.10,18.50,65.41,5.99,5.13,73.29,1.26,13.44,.89,26.56259262
5.57,19.34,65.58,9.51,4.72,73.51,1.50,9.94,.82,27.94732291
8.60,22.60,64.30,4.50,5.10,74.40,1.40,14.10,.50,27.18412932
11.10,23.20,59.00,6.70,4.70,67.90,1.10,19.10,.50,23.38126940
5.00,33.20,53.60,8.20,4.90,69.00,1.30,16.00,.60,26.02735501
4.30,29.90,58.00,7.80,4.90,69.90,1.20,15.60,.60,26.59739245
1.80,24.70,63.30,10.20,4.70,76.80,1.70,5.00,1.60,30.89769602
1.90,28.40,66.40,3.30,5.20,82.60,2.00,6.50,.40,33.30564474
1.90,30.50,60.50,7.10,5.20,77.60,1.90,6.60,1.60,31.54313924
1.90,35.40,46.50,16.20,4.80,67.60,1.50,4.20,5.70,28.18776578
2.90,18.70,73.50,4.90,4.60,80.90,1.70,5.70,2.20,31.88266139
2.50,36.10,51.30,10.10,5.20,69.90,1.60,7.40,5.80,29.32497341
3.00,44.40,47.70,4.90,5.70,75.50,1.60,9.30,3.00,31.22559088
3.00,18.40,72.50,6.10,4.50,79.80,1.60,5.30,2.70,31.28651173
2.00,38.10,46.50,13.40,5.10,68.30,1.50,4.90,6.80,28.92182811
3.00,34.70,46.80,15.50,4.90,66.60,1.30,7.20,4.50,27.31487845
2.30,30.40,41.50,25.80,4.40,58.30,1.50,7.40,2.60,23.89295472
3.50,18.10,70.10,8.30,4.40,78.80,1.70,5.70,1.10,30.04886384
1.90,37.10,45.20,15.80,4.90,66.40,1.50,4.50,6.90,28.11259950
1.90,34.80,45.20,18.10,4.90,66.00,1.70,7.10,2.20,27.22333723
2.90,43.20,47.40,6.50,5.50,74.10,1.70,9.00,3.20,30.68250306
2.90,37.10,51.60,8.40,5.30,73.10,1.60,8.40,3.20,30.19747973
1.30,32.90,46.20,19.60,4.50,63.50,1.30,4.40,6.70,26.92657983
1.20,19.30,73.90,5.60,4.40,83.00,1.80,4.40,.80,32.87728199
2.60,32.10,55.60,9.70,5.20,72.50,2.10,8.90,1.60,29.35117481
4.90,20.70,62.80,11.60,3.40,73.70,1.60,7.80,1.90,27.82268785
2.50,16.50,67.70,13.30,4.20,74.70,1.70,4.30,1.80,29.11432544
2.20,32.90,48.00,16.90,4.80,66.20,1.40,6.00,4.70,27.27194076
4.30,30.70,60.20,4.80,5.40,76.70,1.90,10.70,.50,31.07837470
5.70,32.40,54.50,7.40,5.40,73.20,1.70,11.80,.50,28.46753861
1.80,28.40,61.50,8.30,5.10,76.40,1.90,6.80,1.50,31.23073837
11.44,29.87,45.64,13.05,5.19,59.17,1.19,20.50,.90,21.34922225
9.60,30.40,39.10,20.90,5.00,53.40,1.20,19.00,.50,19.89383378
16.10,39.40,33.59,10.91,4.61,52.35,1.17,29.93,1.03,16.42980056
2.20,42.40,46.50,8.90,5.40,71.70,1.40,6.90,5.70,30.13549454
1.60,43.50,43.50,11.40,5.20,69.10,1.20,6.40,6.70,29.59319346
5.82,35.51,48.98,9.69,5.31,70.13,1.34,11.03,2.50,27.37213785
2.00,43.20,46.00,8.80,5.30,72.50,1.30,8.50,3.60,29.80977357
5.39,34.35,53.24,7.02,5.24,71.73,1.35,11.76,2.90,28.09051735
4.20,41.20,46.90,7.70,5.50,68.90,1.40,11.80,4.70,28.15664046
2.50,39.50,45.00,13.00,5.30,68.70,1.30,7.30,4.40,28.46401106
2.00,40.90,46.10,11.00,5.30,70.10,1.20,7.50,4.90,28.94480637
3.38,41.53,47.06,8.03,5.51,72.30,1.23,8.84,4.09,29.66428680
2.20,42.00,46.30,9.50,5.40,70.40,1.20,7.80,5.70,29.59005572
1.60,41.90,45.90,10.60,5.20,71.00,1.10,7.60,4.50,29.42880514
2.00,39.20,45.70,13.10,5.00,68.70,1.20,8.00,4.00,28.32972769
1.90,38.20,49.90,10.00,5.20,70.30,1.20,8.00,5.30,28.99693284
2.40,40.60,41.20,15.80,5.10,66.40,1.20,8.80,2.70,27.47688939
1.70,39.20,47.30,11.80,5.10,69.40,1.20,8.30,4.20,28.73625064
4.60,32.70,42.30,20.40,4.60,58.80,1.10,11.50,3.60,23.53019974
1.80,34.30,38.20,25.70,4.50,59.80,1.10,6.20,2.70,24.79562000
3.20,39.33,44.53,12.94,5.10,67.22,1.16,8.54,5.04,27.95365135
3.21,34.09,43.84,18.86,4.73,63.42,1.06,8.63,3.30,25.98930648
2.16,38.08,42.96,16.80,4.86,63.66,1.16,7.91,5.61,26.58504097
2.50,40.60,46.10,10.80,5.40,70.60,1.30,8.40,3.50,29.34538503
2.00,41.70,46.70,9.60,5.30,71.10,1.20,8.20,4.60,29.33174378
2.20,41.10,47.10,9.60,5.10,71.40,1.20,8.40,4.30,29.31733632
1.90,39.40,43.00,15.70,5.20,67.30,1.20,8.30,2.30,28.05550599
3.26,37.70,52.39,6.65,5.32,73.89,1.43,9.75,2.96,29.80887262
3.55,36.26,54.30,5.89,5.45,75.59,1.43,10.16,1.48,30.22592432
3.36,39.34,46.89,10.41,5.27,70.10,1.21,10.21,2.80,28.69324169
2.50,36.70,55.70,5.10,5.50,77.30,1.80,9.60,.70,31.13507631
4.40,35.90,49.40,10.30,5.30,69.80,1.30,11.60,1.70,27.71159083
2.61,36.43,50.47,10.49,4.96,70.47,1.49,10.03,2.56,28.43393668
7.13,33.95,49.90,9.02,5.37,68.44,1.48,14.26,1.43,26.22732039
1.70,38.20,46.20,13.90,4.90,67.90,1.20,9.50,2.60,27.68548154
2.00,34.40,44.60,19.00,4.80,64.90,1.10,6.60,3.60,26.46233407
2.50,43.30,40.10,14.10,5.20,66.50,1.10,7.40,5.70,27.48751892
2.90,38.10,41.20,17.80,4.90,63.00,1.50,7.80,5.00,26.06156824
2.10,43.20,42.90,11.80,5.20,68.20,1.10,7.40,6.30,28.60784037
3.30,38.80,48.50,9.40,5.20,71.30,1.30,8.50,4.30,29.43701124
2.30,41.40,46.20,10.10,5.30,70.80,1.20,8.00,4.60,29.19654597
1.60,39.90,47.70,10.80,5.10,70.50,.90,7.50,5.20,29.55899740
1.76,40.27,49.51,8.46,5.31,73.87,1.41,7.76,3.19,30.53350255
2.10,42.40,45.10,10.40,5.20,69.80,1.20,8.30,5.10,29.07431488
4.10,38.90,42.30,14.70,5.20,62.70,1.00,10.50,5.90,25.69250973
3.30,36.80,53.20,6.70,5.40,74.60,1.50,9.90,1.90,29.86375782
3.10,35.70,53.30,7.90,5.20,73.30,1.50,9.90,2.20,29.47517407
3.60,39.20,47.60,9.60,5.40,70.60,1.40,10.60,2.40,28.32854696
4.32,41.52,44.05,10.11,5.31,68.67,1.38,11.54,2.99,27.71034311
2.70,41.90,45.50,9.90,5.30,68.40,1.20,10.80,4.40,28.44391849
4.30,36.60,48.20,10.90,5.20,67.10,1.00,12.40,3.40,26.88629419
2.80,38.70,49.40,9.10,5.20,70.00,1.20,11.50,3.00,28.70852223
3.70,39.10,44.30,12.90,5.00,68.20,1.20,7.50,5.20,27.73104029
2.09,40.65,44.69,12.57,5.05,67.71,1.31,7.33,6.03,28.38775017
1.80,37.70,48.10,12.40,5.10,68.60,1.10,7.20,5.60,28.63876430
3.40,36.90,50.10,9.60,5.20,71.60,1.30,8.70,3.60,29.07005545
