Moisture,Volatile_matter,Fixed_Carbon,Std.Ash,Hydrogen,Carbon,Nitrogen,Oxygen,Sulfur,GCV
5.40,35.50,44.30,14.80,4.60,59.10,1.10,15.60,4.80,23.36773744
12.00,34.50,22.80,30.70,4.50,44.70,.80,11.90,7.40,16.25738409
3.40,37.10,33.70,25.80,3.50,49.70,.90,6.60,13.50,20.83152416
16.50,34.80,30.30,18.40,5.40,50.70,1.00,19.70,4.80,17.78349116
17.00,32.10,40.00,10.90,5.50,56.70,1.20,20.60,5.10,19.74440562
15.40,33.50,38.00,13.10,5.50,54.20,.80,19.30,7.10,19.55685146
4.40,34.50,35.90,25.20,4.00,49.50,.90,9.90,10.50,20.34929229
13.10,34.60,37.10,15.20,5.30,53.70,.90,18.00,6.90,19.85458317
2.80,38.50,43.20,15.50,4.60,62.00,1.10,8.90,7.90,25.81044329
11.60,37.50,39.60,11.30,5.70,58.60,1.00,16.80,6.60,21.91877585
7.00,39.70,30.60,22.70,4.60,53.70,.90,12.80,5.30,20.56529627
13.00,37.80,38.40,10.80,5.70,59.80,.80,18.20,4.70,22.11513526
17.70,33.20,40.30,8.80,5.80,57.90,1.30,22.40,3.80,20.04480612
12.30,34.10,39.00,14.60,5.30,55.80,1.00,18.20,5.10,20.46111283
9.00,33.60,39.70,17.70,4.90,55.30,1.00,15.40,5.70,20.77647599
15.60,35.60,38.30,10.50,5.70,57.70,1.00,21.30,3.80,20.42269878
9.50,33.40,35.00,22.10,4.80,49.70,.70,16.00,6.70,19.11631165
13.30,36.30,39.80,10.60,5.70,56.90,1.00,19.50,6.30,21.03369345
12.20,34.40,42.80,10.60,5.50,59.60,.70,18.60,5.00,21.87183623
6.30,36.40,40.10,17.20,4.40,56.10,1.00,13.40,7.90,22.12224730
7.90,31.70,39.60,20.80,4.40,48.60,.80,14.90,10.50,19.23601714
2.70,23.30,48.10,25.90,4.50,53.60,.90,10.40,4.70,22.65116756
13.50,31.60,45.20,9.70,5.90,60.30,.80,20.10,3.20,21.72908130
13.20,37.10,31.80,17.90,5.20,52.30,.90,20.00,3.70,18.41544260
13.30,34.20,43.50,9.00,5.60,61.00,1.30,20.30,2.80,22.11764997
5.70,40.40,41.70,12.20,4.90,64.50,1.00,13.70,3.70,24.58671424
3.10,38.50,44.90,13.50,4.60,65.50,1.10,11.50,3.80,26.10444982
13.80,32.20,43.10,10.90,5.40,58.50,1.30,21.10,2.80,20.78426549
5.30,32.70,48.50,13.50,4.70,60.10,1.20,13.60,6.90,23.92970862
10.00,35.00,43.70,11.30,5.30,59.00,1.00,17.90,5.50,22.22317242
12.20,34.00,43.20,10.60,5.40,58.80,.70,20.00,4.50,21.68802693
8.60,33.10,47.30,11.00,5.00,59.30,1.00,18.90,4.80,22.33312806
4.50,35.00,37.70,22.80,4.20,52.50,.90,7.70,11.90,21.01616290
9.90,32.40,35.50,22.20,4.70,50.40,.80,13.80,8.10,19.34606783
7.70,31.10,31.20,30.00,4.00,41.00,.70,13.50,10.80,16.25798995
12.70,30.40,33.00,23.90,4.90,46.20,.80,18.50,5.70,17.14239614
5.70,33.90,40.60,19.80,4.30,53.50,1.20,12.40,8.80,20.97121839
4.30,28.30,40.00,27.40,3.70,51.70,1.00,11.30,4.90,19.90376744
4.70,30.70,35.30,29.30,3.80,46.00,.90,11.70,8.30,18.75758289
10.60,34.50,39.20,15.70,4.80,53.20,.90,18.40,7.00,19.73178851
13.30,34.30,39.30,13.10,5.40,56.40,1.00,17.90,6.20,20.99339902
13.30,34.30,39.30,13.10,5.40,56.40,1.00,17.90,6.20,20.99339902
13.30,34.30,39.30,13.10,5.40,56.40,1.00,17.90,6.20,20.99339902
11.00,38.00,39.20,11.80,5.50,59.60,1.00,15.90,6.20,22.66712840
11.00,38.00,39.20,11.80,5.50,59.60,1.00,15.90,6.20,22.66712840
11.00,38.00,39.20,11.80,5.50,59.60,1.00,15.90,6.20,22.66712840
7.50,35.60,41.50,15.40,5.20,61.10,1.20,13.60,3.50,23.70880376
11.30,35.20,42.20,11.30,5.50,61.60,1.20,17.00,3.40,22.73482047
9.70,40.80,42.00,7.50,5.70,66.70,1.30,15.60,3.20,25.07580441
6.60,35.80,40.80,16.80,5.00,61.30,1.30,13.30,2.30,23.83115879
5.00,39.20,43.70,12.10,5.10,65.10,1.20,12.00,4.50,26.18208560
5.70,35.70,50.20,8.40,5.20,70.20,1.30,12.80,2.10,27.21630935
10.00,40.70,42.50,6.80,5.80,66.60,1.30,16.80,2.70,25.03432422
10.80,38.00,43.90,7.30,5.80,65.10,1.30,17.60,2.90,24.25194977
6.50,43.50,43.50,6.50,5.80,70.00,1.30,13.90,2.50,27.76760410
6.30,38.40,44.50,10.80,5.30,66.20,1.30,13.90,2.50,25.97602532
6.30,38.70,44.90,10.10,5.10,66.40,1.20,14.00,3.20,25.95444762
8.80,33.10,49.80,8.30,5.40,68.10,1.50,16.30,.40,25.41011919
14.00,30.10,45.40,10.50,5.60,58.50,.90,22.40,2.10,20.44401563
15.90,30.20,47.30,6.60,5.70,60.00,1.20,25.80,.70,20.24658100
12.70,35.80,48.70,2.80,5.70,63.30,.80,25.80,1.60,23.10630367
2.20,40.10,44.40,13.30,4.90,65.40,1.20,8.80,6.40,27.40379609
4.60,42.80,44.00,8.60,5.10,68.60,1.20,13.30,3.20,27.61806665
11.20,36.30,44.20,8.30,5.90,64.00,1.20,17.50,3.10,23.75131353
5.70,39.90,45.50,8.90,5.60,67.70,1.20,12.90,3.70,26.90083690
12.50,33.80,46.70,7.00,6.00,64.30,1.30,19.00,2.40,23.30175409
8.00,40.70,43.10,8.20,5.70,65.50,1.50,15.50,3.60,25.56907111
6.30,39.40,45.70,8.60,5.70,65.40,1.10,15.00,4.20,25.88892986
6.50,38.30,46.20,9.00,5.50,67.80,1.20,14.10,2.40,26.33359638
11.70,35.10,40.60,12.60,5.50,59.70,1.10,19.50,1.60,22.11950523
7.80,35.70,48.70,7.80,5.40,66.10,1.40,16.10,3.20,25.56018714
10.40,37.90,42.10,9.60,5.80,62.40,1.20,16.60,4.40,23.63215151
6.20,37.20,43.90,12.70,5.10,62.40,1.40,13.60,4.80,24.62405014
6.40,35.90,46.60,11.10,5.30,63.20,.90,14.10,5.40,24.94816581
12.30,37.30,43.30,7.10,6.10,64.30,1.20,18.60,2.70,23.47729281
10.30,36.10,40.70,12.90,5.50,59.50,1.10,17.20,3.80,22.59527697
9.00,35.80,46.60,8.60,5.70,64.00,1.00,16.90,3.80,24.46662564
13.00,23.40,57.70,5.90,5.70,65.10,1.10,20.80,1.40,23.49207208
8.20,35.80,47.00,9.00,5.50,64.10,1.40,16.60,3.40,24.76704624
11.50,32.00,35.00,21.50,5.10,52.90,.90,16.30,3.30,19.22892520
13.00,36.80,43.20,7.00,6.00,62.90,1.30,18.70,4.10,23.00686577
10.80,32.10,37.10,20.00,5.20,54.00,.80,17.10,2.90,19.91995061
4.20,37.40,52.00,6.40,5.40,73.00,1.40,11.80,2.00,28.96288081
9.00,34.90,47.50,8.60,5.50,64.70,1.10,16.40,3.70,24.36070291
8.40,33.00,45.60,13.00,5.40,62.90,1.40,15.90,1.40,23.60583873
5.30,42.10,45.10,7.50,5.70,68.40,1.30,13.50,3.60,27.04547556
12.80,37.30,41.70,8.20,5.90,60.90,1.20,20.30,3.50,22.57343339
7.60,35.40,49.00,8.00,5.80,65.90,1.00,15.90,3.40,25.42257971
9.50,33.10,51.00,6.40,5.60,67.60,1.40,17.60,1.40,24.81570002
15.30,22.80,57.70,4.20,5.50,65.80,1.10,22.90,.50,22.81179260
8.30,38.30,47.30,6.10,5.70,66.90,1.30,17.00,3.00,25.50719479
6.50,38.50,48.70,6.30,5.60,68.60,1.20,15.50,2.80,26.78967582
10.40,33.60,46.10,9.90,5.50,61.00,.60,19.20,3.80,22.98650941
8.40,38.10,47.20,6.30,5.70,66.30,1.30,17.70,2.70,25.50047298
7.00,40.10,48.60,4.30,5.90,68.50,1.30,16.70,3.30,26.62499902
7.40,32.00,52.30,8.30,5.30,66.00,1.00,17.20,2.20,24.98288106
12.80,32.30,50.20,4.70,5.80,66.20,1.40,20.20,1.70,23.72863004
7.30,36.40,37.70,18.60,5.00,57.40,1.20,13.70,4.10,21.97231669
14.10,34.70,44.40,6.80,6.10,63.70,1.20,20.30,1.90,22.51636123
15.40,30.50,48.70,5.40,6.00,64.80,1.30,21.70,.80,22.66690482
9.60,34.80,44.60,11.00,5.40,61.60,1.40,16.60,4.00,23.28220875
9.40,39.20,42.70,8.70,5.60,63.50,1.40,16.60,4.20,24.40080767
8.90,36.40,41.50,13.20,5.20,61.30,1.00,16.20,3.10,23.13827100
15.60,30.80,48.80,4.80,6.20,64.90,1.20,22.20,.70,22.57444665
14.60,34.10,44.50,6.80,6.00,62.80,1.20,21.40,1.80,22.42499001
9.70,34.50,44.00,11.80,5.40,60.60,1.40,17.10,3.70,22.80086035
11.50,32.90,44.80,10.80,5.70,61.90,1.30,18.70,1.60,22.64279775
12.10,32.20,40.70,15.00,5.50,57.90,1.20,19.40,1.00,21.03885225
8.60,34.20,43.60,13.60,5.30,58.80,.90,16.30,5.10,22.72615254
10.00,35.20,44.50,10.30,5.60,60.20,1.20,17.60,5.10,23.14339128
8.70,32.90,46.80,11.60,5.30,60.70,1.40,16.50,4.50,23.25290813
12.00,30.80,43.60,13.60,5.50,58.00,.90,19.50,2.50,21.41060970
12.70,31.30,46.90,9.10,6.10,62.20,1.00,20.20,1.40,22.59932036
10.70,31.70,51.40,6.20,5.70,64.60,1.00,18.50,4.00,24.00955681
11.60,31.90,45.00,11.50,5.40,59.70,.90,19.30,3.20,21.89804852
14.45,28.90,46.80,9.85,5.85,60.70,.90,21.85,.85,21.29163840
10.00,33.90,48.00,8.10,5.70,64.60,1.40,17.90,2.30,24.11372853
9.70,35.60,45.40,9.30,5.70,63.40,1.40,17.70,2.50,23.87953999
8.40,32.40,46.50,12.70,5.30,62.00,1.20,16.60,2.20,23.39298002
9.20,36.60,43.70,10.50,5.70,60.80,1.20,17.40,4.40,23.29436445
11.00,32.10,43.60,13.30,5.30,56.80,.80,19.00,4.80,21.28126909
11.00,33.20,51.40,4.40,5.90,67.60,1.60,19.10,1.40,24.73529705
7.60,35.90,48.50,8.00,5.60,65.30,1.40,16.10,3.60,25.15834149
9.10,34.60,48.20,8.10,5.80,64.30,1.00,17.50,3.30,24.33393291
9.20,34.30,48.40,8.10,5.60,64.20,1.40,17.70,3.00,24.13836316
8.80,32.30,48.90,10.00,5.50,63.60,1.30,17.40,2.20,24.13854404
8.00,37.50,45.60,8.90,5.40,63.80,.90,16.70,4.30,24.79943352
9.00,32.60,48.00,10.40,5.40,62.00,1.30,17.70,3.20,23.39634889
9.30,32.80,47.80,10.10,5.20,62.80,1.10,18.00,2.80,23.83797145
13.10,32.20,48.50,6.20,5.60,64.30,1.00,21.40,1.50,23.06119586
7.80,35.90,49.40,6.90,5.60,65.20,1.30,16.80,4.20,25.36755248
8.80,35.80,46.30,9.10,5.60,63.50,1.00,17.70,3.10,24.28708540
9.80,32.80,50.80,6.60,5.50,63.90,1.40,18.70,3.90,24.04192902
9.10,32.50,51.00,7.40,5.60,64.90,1.40,18.10,2.60,24.59388155
6.70,32.80,52.70,7.80,5.70,66.40,1.40,16.00,2.70,25.87607326
9.80,32.50,48.60,9.10,5.50,61.40,.90,18.80,4.30,23.11928756
8.10,32.50,47.20,12.20,5.30,63.40,.50,17.40,1.20,24.40924029
9.00,36.00,48.90,6.10,5.80,67.50,1.00,18.20,1.40,25.31248338
8.50,37.30,47.50,6.70,5.70,65.00,1.00,17.80,3.80,25.19641136
10.00,29.90,53.20,6.90,5.50,64.40,1.40,19.30,2.50,23.88800736
5.70,38.30,48.20,7.80,5.40,64.60,.90,15.50,5.80,26.25212447
6.70,25.30,60.10,7.90,4.30,69.70,1.30,16.30,.50,25.25846019
1.49,20.44,68.25,9.82,4.40,78.68,1.52,4.10,1.48,31.55618203
1.10,21.80,74.90,2.20,4.80,85.80,1.70,4.70,.80,34.85473133
1.40,27.00,65.80,5.80,4.60,79.40,1.50,5.60,3.10,32.69843679
1.50,23.90,63.90,10.70,4.60,76.70,1.40,5.70,.90,30.83413150
1.50,28.00,68.00,2.50,5.10,84.50,1.60,5.80,.50,34.25391399
1.40,27.10,63.90,7.60,4.80,74.50,1.40,7.10,4.60,31.81166034
1.30,26.20,58.33,14.17,4.53,71.06,1.20,3.74,5.30,29.49083890
1.30,20.50,75.10,3.10,4.60,86.10,1.50,4.10,.60,34.20857967
1.61,20.46,74.92,3.01,4.68,86.63,1.56,3.05,1.07,34.37550095
1.10,20.33,75.70,2.87,4.69,86.63,1.69,3.55,.57,34.54705926
1.50,20.40,66.80,11.30,4.80,73.70,1.40,4.40,4.40,30.08105349
1.42,17.99,56.64,23.95,3.86,65.54,1.23,4.55,.87,25.98454427
1.50,20.90,75.50,2.10,4.70,85.40,1.60,5.70,.50,34.28113368
1.30,20.40,70.90,7.40,4.60,79.80,1.50,6.00,.70,32.46339578
1.90,25.70,56.10,16.30,4.40,70.00,1.00,7.20,1.10,27.93474705
2.39,18.32,66.84,12.45,4.26,75.58,1.27,5.57,.87,29.60286514
1.43,20.15,66.11,12.31,4.34,76.27,1.17,4.97,.94,30.39091699
1.50,18.90,57.80,21.80,4.20,64.70,1.00,4.40,3.90,25.98407818
1.82,21.86,70.38,5.94,4.57,81.57,1.50,5.72,.70,32.32401583
3.29,19.31,57.10,20.30,4.02,65.48,.94,7.53,1.73,25.47138773
2.00,22.30,63.40,12.30,4.30,74.20,1.10,7.40,.70,29.36128726
2.03,18.16,52.52,27.29,3.75,60.72,.92,6.27,1.05,24.03405105
3.49,19.93,74.93,1.65,4.57,84.17,1.67,7.45,.49,32.48983681
2.83,21.74,62.78,12.65,4.16,73.15,1.27,7.69,1.08,28.33593697
.90,17.20,54.70,27.20,2.80,62.20,1.20,5.80,.80,23.41791528
10.80,34.90,37.10,17.20,4.90,55.30,1.70,18.70,2.20,20.31359896
31.20,24.40,27.90,16.50,6.10,38.90,.90,37.30,.30,10.49422981
35.44,24.10,17.25,23.21,6.23,28.67,.52,41.08,.29,7.24465121
32.18,24.33,19.34,24.15,6.06,30.62,.55,38.27,.35,8.21559842
10.40,32.10,44.50,13.00,5.40,60.20,1.60,19.20,.60,22.15141394
14.20,31.70,36.20,17.90,5.60,51.90,1.20,22.80,.60,18.06389622
9.80,32.50,39.30,18.40,5.10,55.70,1.20,18.90,.70,20.56436760
14.71,26.09,34.59,24.61,4.85,45.16,1.26,23.48,.64,15.52675221
31.89,24.90,21.95,21.26,6.10,32.91,.61,38.77,.35,8.80938942
10.20,34.50,39.70,15.60,5.10,57.80,1.30,19.60,.60,21.19507885
13.50,34.00,42.00,10.50,5.80,59.00,1.40,22.60,.70,20.61937557
6.80,36.40,43.80,13.00,5.30,63.20,1.20,16.70,.60,24.00529025
32.90,24.30,25.60,17.20,6.40,35.50,.60,39.90,.40,9.37129148
18.80,30.40,33.50,17.30,5.40,47.80,1.10,27.40,1.00,15.65764156
10.30,36.00,43.90,9.80,5.30,61.30,2.00,19.90,1.70,22.67226962
15.80,34.90,43.80,5.50,7.10,60.50,1.40,24.80,.70,20.67749280
34.22,26.44,28.13,11.21,6.60,39.84,.82,41.24,.29,10.35307013
4.30,36.40,50.10,9.20,5.40,68.70,1.30,14.70,.70,27.08664214
20.70,27.10,35.60,16.60,5.40,47.10,.90,29.30,.70,14.57441734
20.20,30.70,39.70,9.40,6.10,53.30,1.10,28.90,1.20,17.47761908
11.80,36.30,42.60,9.30,5.70,61.50,1.40,21.50,.60,22.35886890
12.10,34.30,47.90,5.70,6.10,64.40,1.50,21.80,.50,23.31626707
4.10,32.80,43.60,19.50,4.80,59.30,1.20,14.70,.50,23.28812833
12.40,37.20,43.00,7.40,5.80,62.70,1.40,22.10,.60,22.43270497
34.61,27.86,30.21,7.32,6.77,42.81,.92,41.83,.35,11.03009434
5.40,33.40,48.40,12.80,5.20,64.50,1.10,15.90,.50,25.06062695
12.81,28.87,37.57,20.75,4.99,49.97,1.31,22.51,.47,17.43475182
35.00,25.80,25.50,13.70,6.70,36.40,.60,42.30,.30,9.28946662
36.47,26.95,19.17,17.41,6.31,31.67,.64,43.63,.34,8.03559732
4.30,30.90,45.90,18.90,4.70,59.60,1.20,15.10,.50,23.15060632
13.70,27.93,32.65,25.72,4.97,44.26,1.11,23.54,.40,15.45190117
13.80,31.40,45.10,9.70,5.50,59.10,1.40,23.70,.60,20.86438959
19.40,26.30,31.60,22.70,5.20,41.90,1.30,28.70,.20,13.33183926
10.50,32.80,46.20,10.50,5.40,61.40,1.20,20.80,.70,22.46995001
7.50,37.50,44.60,10.40,5.20,64.00,1.10,18.20,1.10,23.98843256
11.20,31.10,39.00,18.70,5.10,52.90,1.20,21.50,.60,19.20301563
17.20,30.97,39.58,12.25,5.52,53.28,1.55,26.89,.51,17.60736668
15.50,28.40,37.80,18.30,5.20,49.30,1.10,25.40,.70,16.89296022
23.00,32.50,40.20,4.30,6.30,55.70,1.30,32.10,.30,17.24899130
4.30,34.40,48.80,12.50,5.30,65.10,1.10,15.50,.50,25.55197685
12.50,34.80,45.50,7.20,5.60,62.50,1.50,22.80,.40,21.93925195
17.10,27.50,38.50,16.90,5.40,49.60,.80,26.90,.40,16.37455100
14.50,31.50,41.70,12.30,5.70,55.70,1.20,24.60,.50,19.34390860
19.10,30.40,39.70,10.80,5.80,53.00,1.20,28.70,.50,17.33103347
17.16,30.51,38.01,14.32,5.46,51.45,1.22,27.01,.54,17.22115612
6.90,35.50,49.60,8.00,5.30,66.90,1.40,17.90,.50,25.35984965
9.60,35.20,50.10,5.10,5.80,66.60,1.60,20.30,.60,24.70008773
13.30,36.80,43.70,6.20,5.80,62.30,1.50,23.80,.40,22.13362254
22.30,31.90,41.50,4.30,6.30,56.00,1.20,31.80,.40,17.51413517
8.90,36.90,45.30,8.90,5.10,64.60,.90,20.00,.50,23.49834630
16.41,31.81,42.01,9.77,5.62,56.11,1.43,26.72,.35,18.78368469
10.40,39.00,46.50,4.10,5.60,66.50,1.90,21.40,.50,24.13148308
11.15,26.39,58.32,4.14,5.05,66.71,1.40,22.10,.60,23.31008475
5.50,35.00,50.50,9.00,5.40,66.80,1.10,17.20,.50,25.75861032
16.30,36.20,43.40,4.10,6.50,60.80,1.40,26.80,.40,20.29046411
5.80,35.90,54.20,4.10,5.80,70.50,1.50,17.50,.60,27.09988772
9.50,31.40,49.50,9.60,5.10,62.90,.70,20.80,.90,22.99459367
5.40,36.50,52.70,5.40,5.50,70.50,.90,17.20,.50,27.25892756
16.49,33.63,42.43,7.45,5.76,57.90,1.47,27.08,.34,19.00032715
15.10,29.40,39.80,15.70,5.40,51.20,1.00,25.90,.80,17.89609885
8.90,34.10,42.30,14.70,5.00,58.60,.70,20.40,.60,21.55073561
15.70,35.50,43.40,5.40,6.00,60.20,1.50,26.50,.40,20.53756912
17.50,32.10,43.90,6.50,5.90,57.80,1.10,28.10,.60,18.94704380
10.50,35.60,44.50,9.40,5.60,60.90,1.40,21.90,.80,22.57412676
14.35,30.39,44.19,11.07,5.43,56.29,1.50,25.32,.39,19.46319602
22.15,36.68,33.56,7.61,6.24,52.49,1.02,32.27,.37,16.41915386
17.33,31.91,44.82,5.94,5.76,58.55,1.39,28.02,.34,19.24707522
27.72,28.71,32.67,10.90,5.86,44.80,.84,37.27,.33,12.39235367
6.90,33.20,47.10,12.80,5.10,61.50,1.40,18.80,.40,23.53826892
12.30,35.70,46.40,5.60,5.90,62.80,1.60,23.60,.50,22.57838745
14.20,34.00,48.90,2.90,5.90,64.10,1.50,25.30,.30,22.22897811
15.55,32.08,43.60,8.77,5.74,57.09,1.51,26.51,.38,19.44580029
17.79,33.45,40.22,8.54,5.55,55.56,1.40,28.53,.42,18.21370097
16.43,33.55,43.11,6.91,5.73,58.24,1.48,27.33,.31,19.52659306
21.80,29.90,43.20,5.10,6.00,55.30,1.20,32.10,.30,17.23622262
17.60,30.70,44.60,7.10,5.60,57.10,1.10,28.40,.70,18.78986927
9.70,37.20,48.00,5.10,5.90,65.50,1.10,21.40,1.00,24.48372158
20.70,31.80,38.10,9.40,5.90,51.50,1.50,31.20,.50,16.57190441
14.80,32.20,46.60,6.40,5.70,60.60,1.10,26.00,.20,20.80427684
16.66,32.05,47.28,4.01,5.87,60.36,1.62,27.71,.43,20.07722430
15.70,32.60,45.90,5.80,5.90,59.90,1.10,26.90,.40,20.39285384
7.70,34.30,46.20,11.80,5.50,61.30,1.10,19.80,.50,23.18606016
16.62,33.17,45.59,4.62,6.16,59.63,1.34,27.76,.49,20.06731032
16.40,30.40,37.10,16.10,5.50,49.30,.90,27.60,.60,16.74978869
8.60,34.80,53.50,3.10,5.80,68.30,1.50,20.70,.60,25.18992235
21.66,36.27,36.90,5.17,6.32,54.70,1.05,32.39,.37,17.26872036
8.10,26.65,40.99,24.26,3.51,50.67,.81,20.37,.38,17.33650169
20.40,29.90,43.20,6.50,5.90,55.20,.90,31.30,.20,17.35616008
16.66,32.99,47.67,2.68,5.90,61.59,1.53,27.98,.32,20.54795054
18.08,32.27,45.05,4.60,5.98,58.30,1.52,29.25,.35,19.16781535
8.90,35.60,40.90,14.60,5.30,56.50,1.30,21.20,1.10,20.91984097
13.60,34.10,49.20,3.10,6.00,63.70,1.40,25.40,.40,22.47088539
12.31,32.26,41.95,13.48,5.16,55.29,1.45,24.28,.34,19.33784628
13.49,33.37,43.07,10.07,5.30,58.00,.96,25.39,.28,19.76330414
8.00,35.40,50.80,5.80,5.70,66.30,1.10,20.60,.50,24.92770645
13.65,32.70,47.13,6.52,5.66,60.15,1.52,25.72,.43,21.05905432
10.90,36.70,45.20,7.20,5.60,61.90,1.50,23.30,.50,22.40272815
17.40,33.84,46.17,2.59,5.91,60.34,1.61,29.13,.42,19.78759033
12.85,32.69,44.27,10.19,5.09,58.05,1.04,25.17,.46,19.89126799
11.20,34.30,45.80,8.70,5.60,60.00,.80,23.80,1.10,21.71642148
7.70,37.60,44.80,9.90,5.30,61.80,1.50,20.80,.70,23.27185430
18.10,31.50,42.50,7.90,5.90,54.90,.80,30.20,.30,18.12581693
9.70,36.50,49.60,4.20,5.50,65.30,1.20,22.90,.90,23.86063568
11.59,40.37,39.61,8.43,5.05,60.37,.98,24.99,.18,20.65748585
29.10,25.90,28.30,16.70,5.10,36.70,.60,40.70,.20,9.14739166
8.59,32.37,34.43,24.61,3.73,47.94,.97,22.50,.25,16.17776950
18.10,32.80,45.60,3.50,5.00,56.60,1.20,33.30,.40,17.35905832
16.50,38.00,32.40,13.10,5.50,48.10,.60,32.50,.20,15.89941862
17.31,36.30,30.91,15.48,4.63,43.47,.97,35.03,.42,12.92796794
1.00,27.30,63.20,8.50,5.00,79.70,1.70,3.80,1.30,32.35937186
.80,28.10,65.40,5.70,5.30,82.60,1.90,4.20,.30,33.81035326
2.30,33.20,53.80,10.70,5.40,74.80,1.60,7.10,.40,30.30676168
2.10,33.80,53.30,10.80,5.30,74.50,1.70,7.30,.40,30.49382386
2.20,40.60,50.00,7.20,5.90,76.70,1.70,8.00,.50,31.52407038
1.50,35.80,52.40,10.30,5.20,74.60,1.70,7.50,.70,30.84320473
1.90,34.30,44.70,19.10,5.00,65.60,1.60,8.20,.50,27.15063541
2.00,39.40,51.10,7.50,5.70,77.40,1.70,7.30,.40,31.48595528
1.44,30.55,55.75,12.26,5.09,73.91,1.60,6.38,.76,30.47738335
1.40,24.60,46.40,27.60,4.30,59.90,1.40,6.40,.40,24.40658155
2.40,40.00,51.50,6.10,5.60,75.30,2.10,10.20,.70,30.74078652
2.10,40.00,49.90,8.00,5.70,73.90,1.60,10.20,.60,30.13433516
2.10,37.30,49.40,11.20,5.30,70.40,1.50,11.00,.60,28.88083864
2.50,35.70,46.90,14.90,5.20,67.60,1.90,9.90,.50,27.38995136
.62,17.46,56.85,25.07,3.91,64.98,1.02,4.53,.49,26.25991112
2.20,33.30,47.30,17.20,5.00,65.20,1.30,10.70,.60,26.36533300
2.30,35.00,45.00,17.70,5.00,64.10,1.40,11.20,.60,26.05652542
1.90,30.70,35.80,31.60,4.50,53.60,1.20,8.30,.80,22.14899720
2.44,30.15,40.15,27.26,4.43,56.05,1.27,10.05,.94,23.16511176
2.40,33.40,47.80,16.40,4.90,66.70,1.20,10.20,.60,27.00530590
2.90,33.90,45.30,17.90,5.00,63.50,1.80,11.20,.60,25.99611245
3.08,37.18,55.08,4.66,5.60,75.66,1.80,11.65,.63,30.57165316
3.80,37.40,49.50,9.30,5.40,70.30,1.80,12.60,.60,27.93022257
9.30,30.10,48.50,12.10,5.50,63.10,1.70,16.90,.70,23.69252303
3.40,34.70,52.20,9.70,5.30,71.00,1.50,11.80,.70,28.51108592
4.60,31.60,54.40,9.40,3.60,75.60,1.10,9.50,.80,27.91724706
4.90,27.70,54.20,13.20,5.20,67.30,1.40,12.10,.80,25.94007532
3.10,32.00,47.70,17.20,4.90,65.20,1.40,10.60,.70,26.24848053
3.00,31.90,42.00,23.10,4.70,58.40,1.60,11.30,.90,23.70592729
7.90,33.10,42.10,16.90,5.00,60.00,1.70,15.70,.70,23.06486493
8.10,28.50,42.50,20.90,4.70,55.70,1.50,16.60,.60,20.85574805
11.40,30.20,46.70,11.70,5.40,61.00,1.60,19.70,.60,22.25438232
9.90,32.00,46.00,12.10,5.50,61.40,1.60,18.70,.70,22.90125958
9.00,33.70,43.80,13.50,5.40,60.80,1.50,18.10,.70,22.90788509
5.50,35.40,47.30,11.80,5.00,66.10,1.50,15.00,.60,25.59401098
11.40,32.40,48.10,8.10,5.70,63.40,1.70,20.50,.60,23.17883507
10.10,37.70,47.40,4.80,5.80,67.60,1.70,19.50,.60,25.14427484
4.90,35.70,45.40,14.00,5.40,63.50,.80,15.50,.80,24.72880050
4.00,39.80,48.00,8.20,5.50,69.70,.90,15.30,.40,27.55099594
7.50,34.50,35.00,23.00,4.90,51.30,1.10,16.60,3.10,19.88307906
3.70,32.90,41.70,21.70,4.90,57.90,.90,14.00,.60,22.69134224
4.70,30.50,38.90,25.90,4.80,52.10,.80,15.10,1.30,20.41830871
4.70,34.10,46.30,14.90,5.40,63.00,1.00,15.10,.60,24.55934968
5.70,35.20,41.30,17.80,4.90,59.20,1.50,16.00,.60,22.78982425
5.10,34.00,43.10,17.80,5.10,59.60,.90,15.90,.70,22.95707983
8.00,40.30,44.70,7.00,5.80,64.40,1.40,18.80,2.60,24.67116059
6.30,33.50,46.40,13.80,5.20,61.50,1.00,17.60,.90,23.16739284
7.00,38.10,47.30,7.60,5.40,66.10,1.70,18.60,.60,24.98254778
10.50,34.00,46.90,8.60,5.70,62.50,.90,21.80,.50,22.60747831
6.10,35.70,46.20,12.00,5.50,62.20,1.10,17.90,1.30,24.35150072
10.50,32.90,45.20,11.40,5.40,60.00,.70,21.90,.60,21.75457803
8.00,36.60,46.00,9.40,5.40,63.40,1.60,19.70,.50,23.79443628
6.40,36.10,50.10,7.40,5.50,67.20,.90,18.30,.70,25.51329022
6.40,38.30,52.30,3.00,5.50,71.00,1.60,18.30,.60,27.05778073
5.70,36.50,50.60,7.20,5.70,67.70,1.00,17.70,.70,25.90151179
11.30,34.50,45.40,8.80,5.60,61.10,1.10,22.70,.70,22.15805661
6.00,35.90,50.60,7.50,5.50,67.20,1.20,18.00,.60,25.60067459
9.90,36.80,46.60,6.70,5.70,64.50,1.00,21.50,.60,23.53352840
9.60,32.90,45.50,12.00,5.30,60.40,.50,21.30,.50,22.16259155
6.00,36.90,51.60,5.50,5.60,68.90,1.10,18.40,.50,26.71450033
9.40,34.30,48.80,7.50,5.50,64.10,.80,21.60,.50,23.68536828
